student_id,city,age,gender,platform_usage_months,subscription_plan,monthly_logins,avg_study_session_minutes,monthly_study_minutes,engagement_level,subscription_renewed
STUDENT-000615,Kumanovo,28.0,Male,,Monthly,3.0,,145.0,High,0
STUDENT-000616,Bitola,20.0,Male,11.0,Quarterly,7.0,74.0,433.0,,1
STUDENT-000617,,24.0,Male,27.0,Monthly,5.0,68.0,358.0,Moderate,1
STUDENT-000618,Skopje,18.0,Male,19.0,Quarterly,5.0,,441.0,Moderate,1
STUDENT-000619,Bitola,,Male,21.0,Monthly,5.0,60.0,265.0,High,0
STUDENT-000620,Prilep,30.0,Male,24.0,Annually,5.0,,369.0,Moderate,0
STUDENT-000621,Prilep,19.0,Male,6.0,Monthly,9.0,38.0,316.0,Moderate,1
STUDENT-000622,Bitola,22.0,Male,9.0,Monthly,9.0,60.0,502.0,High,1
STUDENT-000623,,18.0,Female,1.0,Monthly,5.0,,361.0,Moderate,0
STUDENT-000624,Tetovo,18.0,Male,26.0,Monthly,4.0,64.0,216.0,High,0
STUDENT-000625,Bitola,23.0,Male,5.0,Quarterly,6.0,76.0,407.0,High,1
STUDENT-000626,Ohrid,20.0,Female,21.0,Annually,6.0,57.0,244.0,Moderate,0
STUDENT-000627,Ohrid,27.0,Female,24.0,Annually,4.0,51.0,207.0,,1
STUDENT-000628,Tetovo,27.0,Female,27.0,Monthly,4.0,,204.0,Moderate,0
STUDENT-000629,Ohrid,26.0,Male,5.0,Monthly,8.0,55.0,482.0,Moderate,1
STUDENT-000630,Kumanovo,26.0,Male,19.0,Annually,5.0,67.0,424.0,High,1
STUDENT-000631,Ohrid,34.0,Male,,Monthly,8.0,71.0,527.0,,1
STUDENT-000632,Prilep,18.0,Male,40.0,Monthly,5.0,,246.0,Moderate,1
STUDENT-000633,Prilep,24.0,Male,31.0,Annually,4.0,77.0,241.0,Moderate,1
STUDENT-000634,Bitola,31.0,,24.0,Monthly,7.0,45.0,357.0,Moderate,1
STUDENT-000635,Kumanovo,32.0,Male,7.0,Monthly,6.0,58.0,446.0,Moderate,1
STUDENT-000636,Bitola,18.0,Female,28.0,Monthly,,51.0,182.0,Moderate,1
STUDENT-000637,Ohrid,23.0,Male,18.0,Quarterly,6.0,66.0,495.0,Moderate,1
STUDENT-000638,Veles,33.0,Male,26.0,Monthly,7.0,61.0,391.0,High,1
STUDENT-000639,Stip,28.0,Female,12.0,Quarterly,5.0,70.0,341.0,Moderate,1
STUDENT-000640,,26.0,Female,,Monthly,3.0,87.0,206.0,Moderate,1
STUDENT-000641,Stip,23.0,Male,21.0,Monthly,,65.0,457.0,Moderate,1
STUDENT-000642,Veles,22.0,Female,22.0,Monthly,6.0,51.0,322.0,Moderate,0
STUDENT-000643,Prilep,26.0,Male,,Monthly,6.0,66.0,397.0,Moderate,1
STUDENT-000644,Veles,23.0,Male,,Monthly,9.0,89.0,,Moderate,1
STUDENT-000645,Ohrid,24.0,Female,3.0,Quarterly,7.0,69.0,453.0,High,1
STUDENT-000646,Prilep,25.0,Male,39.0,Monthly,7.0,74.0,,High,1
STUDENT-000647,Tetovo,,Male,49.0,Monthly,3.0,,98.0,,1
STUDENT-000648,Stip,28.0,Female,25.0,Monthly,4.0,65.0,190.0,Moderate,1
STUDENT-000649,Veles,42.0,,4.0,Monthly,6.0,55.0,216.0,Moderate,0
STUDENT-000650,Prilep,18.0,Male,10.0,Quarterly,,49.0,160.0,,0
STUDENT-000651,Kumanovo,26.0,Male,26.0,Annually,7.0,59.0,330.0,High,1
STUDENT-000652,,20.0,Female,36.0,Annually,5.0,61.0,254.0,Moderate,1
STUDENT-000653,Veles,28.0,Female,5.0,Monthly,1.0,,,,0
STUDENT-000654,Tetovo,25.0,Male,18.0,Quarterly,5.0,62.0,301.0,,0
STUDENT-000655,Tetovo,29.0,Male,22.0,Quarterly,7.0,57.0,359.0,Moderate,1
STUDENT-000656,Veles,32.0,Female,30.0,Quarterly,5.0,,481.0,Very High,1
STUDENT-000657,Kumanovo,26.0,Male,15.0,Monthly,7.0,63.0,365.0,Moderate,1
STUDENT-000658,Skopje,31.0,Female,1.0,Annually,10.0,65.0,722.0,Moderate,1
STUDENT-000659,Ohrid,18.0,Female,27.0,Annually,3.0,74.0,212.0,Moderate,1
STUDENT-000660,Bitola,34.0,Male,33.0,Monthly,3.0,68.0,164.0,Moderate,1
STUDENT-000661,Kumanovo,27.0,Male,19.0,Monthly,5.0,59.0,330.0,Moderate,1
STUDENT-000662,Skopje,31.0,Male,,Annually,4.0,30.0,92.0,Moderate,0
STUDENT-000663,Bitola,18.0,Male,14.0,Monthly,3.0,67.0,152.0,High,0
STUDENT-000664,Tetovo,20.0,Male,9.0,Annually,4.0,46.0,291.0,High,1
STUDENT-000665,Kumanovo,25.0,,32.0,Monthly,,58.0,158.0,High,0
STUDENT-000666,Tetovo,24.0,Male,24.0,Monthly,7.0,65.0,440.0,Moderate,1
STUDENT-000667,,26.0,Female,25.0,Monthly,7.0,79.0,564.0,Moderate,1
STUDENT-000668,Stip,31.0,Female,38.0,Quarterly,5.0,87.0,519.0,Moderate,1
STUDENT-000669,Bitola,18.0,Male,7.0,Monthly,14.0,,620.0,,1
STUDENT-000670,Stip,30.0,,13.0,Annually,6.0,40.0,399.0,Moderate,1
STUDENT-000671,Tetovo,25.0,,21.0,Monthly,7.0,64.0,493.0,Moderate,1
STUDENT-000672,Kumanovo,23.0,Female,13.0,Monthly,8.0,63.0,,High,1
STUDENT-000673,Skopje,18.0,Male,29.0,Quarterly,,41.0,240.0,High,1
STUDENT-000674,Tetovo,28.0,,17.0,Monthly,6.0,59.0,368.0,Moderate,1
STUDENT-000675,Kumanovo,18.0,Female,8.0,Quarterly,6.0,68.0,,High,1
STUDENT-000676,Tetovo,28.0,Female,20.0,Monthly,,,155.0,Very High,1
STUDENT-000677,Skopje,18.0,Female,22.0,Annually,,45.0,242.0,High,0
STUDENT-000678,Tetovo,25.0,Female,,Quarterly,,50.0,128.0,High,0
STUDENT-000679,Stip,24.0,Female,,Monthly,13.0,56.0,670.0,High,1
STUDENT-000680,Kumanovo,32.0,Female,25.0,Monthly,4.0,,331.0,Moderate,1
STUDENT-000681,Bitola,23.0,Female,23.0,Monthly,5.0,55.0,,Moderate,0
STUDENT-000682,Stip,20.0,,17.0,Annually,7.0,60.0,,Moderate,1
STUDENT-000683,Stip,21.0,Female,11.0,Quarterly,6.0,93.0,,High,1
STUDENT-000684,Bitola,,Male,23.0,Monthly,6.0,45.0,250.0,High,0
STUDENT-000685,,28.0,Female,16.0,Monthly,7.0,50.0,,Moderate,1
STUDENT-000686,,22.0,Female,40.0,Annually,9.0,70.0,663.0,Moderate,1
STUDENT-000687,Tetovo,23.0,Female,36.0,Monthly,5.0,74.0,340.0,Moderate,1
STUDENT-000688,Prilep,18.0,Male,27.0,Quarterly,11.0,66.0,,Moderate,1
STUDENT-000689,Veles,27.0,Female,24.0,Annually,,87.0,,Low,1
STUDENT-000690,Stip,18.0,Female,,Monthly,6.0,,330.0,High,1
STUDENT-000691,Veles,29.0,Female,4.0,Quarterly,3.0,30.0,1.0,High,0
STUDENT-000692,,25.0,Male,17.0,Monthly,5.0,61.0,322.0,Moderate,1
STUDENT-000693,Stip,39.0,Female,21.0,Monthly,9.0,51.0,454.0,Moderate,1
STUDENT-000694,Skopje,18.0,Female,22.0,Annually,12.0,80.0,,Low,1
STUDENT-000695,Ohrid,24.0,Female,,Quarterly,4.0,74.0,273.0,Moderate,1
STUDENT-000696,Kumanovo,35.0,Female,31.0,Annually,10.0,36.0,337.0,Moderate,1
STUDENT-000697,Tetovo,32.0,Female,,Quarterly,9.0,80.0,740.0,Moderate,1
STUDENT-000698,Skopje,20.0,Female,11.0,Monthly,5.0,74.0,,Moderate,1
STUDENT-000699,Skopje,26.0,Male,37.0,Monthly,8.0,55.0,453.0,Moderate,1
STUDENT-000700,Tetovo,25.0,Female,29.0,Quarterly,7.0,58.0,422.0,Moderate,1
STUDENT-000701,Tetovo,26.0,Male,15.0,Monthly,1.0,80.0,,Moderate,1
STUDENT-000702,Bitola,20.0,Female,18.0,Monthly,,30.0,125.0,High,0
STUDENT-000703,Bitola,,Female,18.0,Quarterly,6.0,66.0,445.0,Very High,1
STUDENT-000704,Bitola,18.0,Male,20.0,Monthly,13.0,,966.0,High,1
STUDENT-000705,Tetovo,25.0,Male,25.0,Monthly,9.0,,570.0,,0
STUDENT-000706,Skopje,27.0,Male,50.0,Annually,9.0,,704.0,High,0
STUDENT-000707,Tetovo,23.0,Female,22.0,Monthly,10.0,,569.0,Moderate,1
STUDENT-000708,Prilep,18.0,Female,27.0,Monthly,6.0,48.0,432.0,Low,1
STUDENT-000709,Prilep,30.0,Male,1.0,Monthly,3.0,47.0,98.0,,0
STUDENT-000710,Kumanovo,27.0,Female,14.0,Monthly,11.0,70.0,,Moderate,1
STUDENT-000711,Tetovo,20.0,Male,34.0,Monthly,6.0,50.0,,,1
STUDENT-000712,Kumanovo,23.0,Female,24.0,Quarterly,,,211.0,Moderate,0
STUDENT-000713,Veles,,Male,1.0,Monthly,1.0,,,Moderate,0
STUDENT-000714,Stip,18.0,Male,28.0,Monthly,,,361.0,Moderate,1
STUDENT-000715,Veles,21.0,Male,43.0,Annually,6.0,42.0,267.0,,1
STUDENT-000716,Tetovo,32.0,Female,1.0,Monthly,10.0,61.0,733.0,High,1
STUDENT-000717,Prilep,21.0,Male,38.0,Annually,4.0,71.0,280.0,,1
STUDENT-000718,Bitola,28.0,Female,1.0,Monthly,8.0,,428.0,High,1
STUDENT-000719,Tetovo,21.0,Male,,Monthly,,44.0,494.0,Moderate,1
STUDENT-000720,Bitola,26.0,Male,19.0,Quarterly,10.0,67.0,698.0,Moderate,1
STUDENT-000721,Stip,24.0,Male,1.0,Quarterly,9.0,75.0,704.0,Moderate,1
STUDENT-000722,Veles,30.0,Male,25.0,Monthly,8.0,93.0,756.0,,1
STUDENT-000723,Skopje,21.0,Female,33.0,Monthly,8.0,,597.0,Moderate,1
STUDENT-000724,Veles,18.0,Male,24.0,Monthly,6.0,44.0,330.0,High,1
STUDENT-000725,Skopje,18.0,Female,,Quarterly,8.0,72.0,692.0,Moderate,1
STUDENT-000726,Kumanovo,21.0,Male,15.0,Quarterly,10.0,,631.0,Moderate,1
STUDENT-000727,Skopje,18.0,Male,1.0,Annually,6.0,42.0,,Moderate,0
STUDENT-000728,Prilep,27.0,Male,,Quarterly,6.0,64.0,435.0,Moderate,1
STUDENT-000729,Kumanovo,22.0,Male,40.0,Quarterly,6.0,88.0,661.0,Moderate,1
STUDENT-000730,Kumanovo,39.0,Female,33.0,Quarterly,7.0,77.0,567.0,Moderate,1
STUDENT-000731,Prilep,18.0,Female,1.0,Monthly,4.0,44.0,184.0,High,0
STUDENT-000732,Stip,26.0,Male,1.0,Monthly,3.0,60.0,230.0,Moderate,1
STUDENT-000733,Veles,18.0,Female,,Annually,4.0,67.0,,Moderate,1
STUDENT-000734,,22.0,Female,1.0,Monthly,4.0,34.0,160.0,Moderate,0
STUDENT-000735,Kumanovo,25.0,,20.0,Annually,2.0,34.0,147.0,Moderate,1
STUDENT-000736,Kumanovo,18.0,Female,24.0,Monthly,6.0,62.0,421.0,,1
STUDENT-000737,Ohrid,26.0,Female,2.0,Annually,13.0,62.0,,Moderate,1
STUDENT-000738,Kumanovo,36.0,,,Monthly,7.0,32.0,236.0,Moderate,1
STUDENT-000739,Stip,22.0,Female,27.0,Monthly,6.0,,435.0,High,1
STUDENT-000740,Veles,26.0,Female,13.0,Quarterly,5.0,76.0,423.0,Moderate,1
STUDENT-000741,Veles,31.0,Female,17.0,Monthly,10.0,56.0,,Moderate,1
STUDENT-000742,Kumanovo,24.0,Male,1.0,Quarterly,3.0,60.0,200.0,High,0
STUDENT-000743,Ohrid,21.0,,16.0,Quarterly,9.0,68.0,562.0,,1
STUDENT-000744,Veles,18.0,Female,20.0,Monthly,6.0,66.0,356.0,Moderate,1
STUDENT-000745,Ohrid,28.0,Male,22.0,Monthly,2.0,34.0,95.0,,0
STUDENT-000746,Tetovo,,Female,24.0,Quarterly,4.0,46.0,233.0,Moderate,1
STUDENT-000747,Ohrid,18.0,Female,22.0,Monthly,6.0,54.0,366.0,Moderate,1
STUDENT-000748,Ohrid,25.0,Male,,Monthly,4.0,,,Moderate,1
STUDENT-000749,Bitola,21.0,Female,23.0,Annually,7.0,82.0,564.0,Moderate,1
STUDENT-000750,,21.0,Female,32.0,Monthly,5.0,69.0,274.0,High,1
STUDENT-000751,Bitola,28.0,Female,18.0,Monthly,9.0,43.0,,Moderate,1
STUDENT-000752,Skopje,18.0,Male,23.0,Quarterly,8.0,56.0,,Moderate,1
STUDENT-000753,Stip,31.0,Male,17.0,Monthly,4.0,76.0,385.0,Moderate,1
STUDENT-000754,Tetovo,18.0,,12.0,Monthly,6.0,50.0,305.0,High,1
STUDENT-000755,Prilep,21.0,Male,26.0,Quarterly,4.0,,,Moderate,0
STUDENT-000756,Kumanovo,36.0,Male,,Monthly,10.0,80.0,790.0,Moderate,1
STUDENT-000757,Prilep,31.0,Male,24.0,Monthly,5.0,78.0,,Moderate,1
STUDENT-000758,Bitola,25.0,Male,20.0,Quarterly,7.0,62.0,,Moderate,1
STUDENT-000759,,19.0,Female,16.0,Quarterly,,78.0,291.0,,0
STUDENT-000760,Bitola,21.0,Female,,Monthly,6.0,52.0,240.0,High,0
STUDENT-000761,Tetovo,25.0,Female,13.0,Quarterly,5.0,97.0,392.0,Moderate,1
STUDENT-000762,Stip,25.0,,1.0,Quarterly,9.0,63.0,496.0,High,1
STUDENT-000763,Stip,24.0,Male,24.0,Monthly,5.0,77.0,,Moderate,0
STUDENT-000764,Ohrid,24.0,Male,22.0,Annually,7.0,54.0,,High,1
STUDENT-000765,Veles,,Male,30.0,Monthly,3.0,,171.0,Moderate,0
STUDENT-000766,Tetovo,18.0,Male,13.0,Monthly,2.0,68.0,160.0,,0
STUDENT-000767,Prilep,21.0,Male,,Annually,8.0,46.0,275.0,High,1
STUDENT-000768,Bitola,30.0,Male,15.0,Monthly,5.0,45.0,229.0,Moderate,0
STUDENT-000769,Prilep,18.0,Male,9.0,Quarterly,10.0,56.0,610.0,Moderate,1
STUDENT-000770,Kumanovo,23.0,Male,8.0,Monthly,12.0,76.0,,Moderate,1
STUDENT-000771,Stip,20.0,Female,1.0,Monthly,4.0,32.0,,,0
STUDENT-000772,,25.0,Female,38.0,Quarterly,9.0,54.0,,Moderate,1
STUDENT-000773,Kumanovo,22.0,Female,36.0,Quarterly,3.0,79.0,,,1
STUDENT-000774,Veles,33.0,Female,,Quarterly,11.0,,446.0,Moderate,1
STUDENT-000775,Stip,28.0,Female,9.0,Monthly,3.0,78.0,333.0,High,1
STUDENT-000776,Prilep,18.0,Male,41.0,Monthly,2.0,43.0,102.0,High,0
STUDENT-000777,Skopje,29.0,Female,15.0,Quarterly,6.0,46.0,269.0,Moderate,1
STUDENT-000778,Ohrid,20.0,Male,16.0,Quarterly,9.0,57.0,546.0,High,1
STUDENT-000779,Veles,21.0,Male,37.0,Monthly,6.0,88.0,530.0,Moderate,1
STUDENT-000780,Stip,26.0,Male,27.0,Monthly,3.0,50.0,,Moderate,0
STUDENT-000781,Kumanovo,22.0,,46.0,Monthly,9.0,34.0,,Moderate,1
STUDENT-000782,Skopje,,Male,22.0,Monthly,8.0,38.0,,Moderate,0
STUDENT-000783,Skopje,20.0,Female,15.0,Monthly,11.0,73.0,,,1
STUDENT-000784,Prilep,21.0,Female,12.0,Monthly,4.0,39.0,,Moderate,0
STUDENT-000785,Tetovo,21.0,Female,1.0,Quarterly,9.0,77.0,721.0,Moderate,1
STUDENT-000786,Skopje,21.0,,16.0,Annually,5.0,61.0,276.0,High,1
STUDENT-000787,Kumanovo,31.0,Female,33.0,Annually,11.0,59.0,534.0,Moderate,1
STUDENT-000788,,,Male,27.0,Annually,7.0,64.0,389.0,Moderate,1
STUDENT-000789,Skopje,35.0,Female,20.0,Monthly,3.0,47.0,138.0,Moderate,0
STUDENT-000790,Skopje,38.0,Female,8.0,Monthly,8.0,62.0,,,1
STUDENT-000791,Prilep,18.0,Male,,Monthly,4.0,42.0,212.0,Moderate,0
STUDENT-000792,Kumanovo,25.0,Male,32.0,Quarterly,5.0,,448.0,Moderate,1
STUDENT-000793,Veles,18.0,,25.0,Monthly,10.0,44.0,347.0,Moderate,1
STUDENT-000794,Prilep,20.0,Female,22.0,Monthly,8.0,,550.0,Moderate,1
STUDENT-000795,Ohrid,21.0,Male,10.0,Monthly,7.0,44.0,351.0,High,0
STUDENT-000796,Stip,18.0,Female,30.0,Monthly,2.0,52.0,117.0,High,0
STUDENT-000797,Prilep,18.0,Male,1.0,Quarterly,6.0,54.0,354.0,Moderate,1
STUDENT-000798,Ohrid,24.0,Male,24.0,Quarterly,4.0,104.0,300.0,Moderate,1
STUDENT-000799,Prilep,18.0,Male,50.0,Quarterly,7.0,59.0,353.0,Moderate,1
STUDENT-000800,Skopje,30.0,Male,1.0,Monthly,5.0,,316.0,Moderate,1
STUDENT-000801,Ohrid,19.0,Female,17.0,Monthly,10.0,53.0,513.0,Moderate,1
STUDENT-000802,Tetovo,41.0,Male,19.0,Monthly,8.0,37.0,429.0,High,1
STUDENT-000803,Stip,22.0,Female,14.0,Monthly,6.0,,265.0,,1
STUDENT-000804,Kumanovo,25.0,Male,32.0,Quarterly,6.0,,615.0,Moderate,1
STUDENT-000805,Veles,18.0,Female,25.0,Quarterly,6.0,65.0,353.0,Moderate,0
STUDENT-000806,Tetovo,35.0,Female,21.0,Monthly,5.0,73.0,416.0,Moderate,0
STUDENT-000807,Skopje,31.0,Female,29.0,Annually,9.0,46.0,396.0,Moderate,1
STUDENT-000808,Prilep,26.0,Female,20.0,Monthly,10.0,56.0,,,0
STUDENT-000809,Stip,18.0,Female,58.0,Monthly,,,413.0,High,1
STUDENT-000810,Skopje,26.0,Female,21.0,Quarterly,3.0,,110.0,Very High,0
STUDENT-000811,Stip,18.0,Female,22.0,Annually,,,180.0,Moderate,1
STUDENT-000812,Kumanovo,33.0,Female,1.0,Quarterly,,69.0,,Moderate,1
STUDENT-000813,,29.0,Male,,Annually,8.0,68.0,554.0,Moderate,1
STUDENT-000814,Veles,25.0,Male,33.0,Monthly,,57.0,297.0,,1
STUDENT-000815,Veles,18.0,Male,3.0,Quarterly,4.0,76.0,283.0,High,0
STUDENT-000816,Skopje,19.0,Male,1.0,Annually,4.0,56.0,,Moderate,0
STUDENT-000817,Skopje,29.0,Male,20.0,Quarterly,8.0,54.0,,Moderate,1
STUDENT-000818,Kumanovo,32.0,Male,36.0,Monthly,,,458.0,Moderate,1
STUDENT-000819,Stip,31.0,Female,20.0,Monthly,2.0,43.0,89.0,Moderate,0
STUDENT-000820,Skopje,18.0,Male,15.0,Monthly,10.0,,440.0,Moderate,1
STUDENT-000821,Kumanovo,26.0,Female,1.0,Monthly,,46.0,,Moderate,0
STUDENT-000822,Bitola,31.0,Male,,Annually,9.0,65.0,545.0,Moderate,1
STUDENT-000823,,18.0,Female,27.0,Annually,,,,Moderate,1
STUDENT-000824,Tetovo,24.0,,,Annually,4.0,,255.0,,1
STUDENT-000825,Skopje,26.0,Male,,Monthly,5.0,,472.0,Moderate,0
STUDENT-000826,Kumanovo,23.0,Male,29.0,Monthly,,,,High,1
STUDENT-000827,Stip,18.0,Female,33.0,Annually,7.0,,422.0,Moderate,1
STUDENT-000828,Veles,,Male,27.0,Monthly,6.0,,365.0,,1
STUDENT-000829,Skopje,23.0,Female,27.0,Quarterly,5.0,,473.0,Moderate,1
STUDENT-000830,Bitola,24.0,Male,26.0,Monthly,6.0,,253.0,,0
STUDENT-000831,Bitola,21.0,Female,30.0,Annually,3.0,40.0,82.0,,0
STUDENT-000832,,22.0,Male,1.0,Quarterly,9.0,96.0,823.0,Moderate,1
STUDENT-000833,Bitola,24.0,Female,1.0,Monthly,5.0,65.0,279.0,,0
STUDENT-000834,Veles,27.0,Male,11.0,Monthly,11.0,71.0,654.0,Moderate,1
STUDENT-000835,,23.0,Male,18.0,Monthly,5.0,85.0,538.0,Moderate,1
STUDENT-000836,,22.0,Male,,Monthly,11.0,69.0,706.0,High,1
STUDENT-000837,Bitola,25.0,Male,23.0,Monthly,7.0,74.0,,Low,1
STUDENT-000838,Skopje,,Male,33.0,Quarterly,4.0,60.0,123.0,Moderate,1
STUDENT-000839,Stip,27.0,Female,,Monthly,,,477.0,Moderate,1
STUDENT-000840,Ohrid,24.0,Male,9.0,Quarterly,6.0,59.0,348.0,Very High,0
STUDENT-000841,Kumanovo,25.0,,22.0,Monthly,12.0,59.0,686.0,Moderate,1
STUDENT-000842,Stip,30.0,Female,9.0,Monthly,2.0,61.0,104.0,Moderate,0
STUDENT-000843,Skopje,18.0,Male,17.0,Quarterly,6.0,54.0,359.0,Moderate,1
STUDENT-000844,Skopje,18.0,,23.0,Monthly,9.0,67.0,574.0,Moderate,0
STUDENT-000845,Skopje,26.0,Female,1.0,Monthly,10.0,67.0,550.0,Moderate,1
STUDENT-000846,,24.0,Female,48.0,Monthly,6.0,72.0,354.0,,1
STUDENT-000847,Skopje,26.0,Female,26.0,Monthly,8.0,,471.0,High,1
STUDENT-000848,Veles,22.0,Male,12.0,Monthly,6.0,90.0,,Moderate,1
STUDENT-000849,Tetovo,28.0,Female,43.0,Monthly,,75.0,580.0,Moderate,1
STUDENT-000850,Stip,30.0,Male,15.0,Monthly,8.0,56.0,535.0,Moderate,1
STUDENT-000851,Veles,27.0,Female,21.0,Quarterly,7.0,66.0,363.0,Moderate,1
STUDENT-000852,Stip,23.0,Female,14.0,Quarterly,4.0,81.0,361.0,High,1
STUDENT-000853,Bitola,18.0,Female,39.0,Quarterly,7.0,45.0,278.0,Moderate,0
STUDENT-000854,,29.0,Male,18.0,Monthly,6.0,90.0,715.0,High,1
STUDENT-000855,Veles,32.0,Male,21.0,Annually,5.0,48.0,323.0,Moderate,0
STUDENT-000856,,28.0,Female,34.0,Monthly,6.0,,,Moderate,1
STUDENT-000857,Skopje,19.0,Female,27.0,Monthly,5.0,60.0,348.0,High,1
STUDENT-000858,Kumanovo,29.0,Female,19.0,Annually,,59.0,494.0,High,1
STUDENT-000859,Veles,30.0,Female,33.0,Quarterly,5.0,40.0,175.0,Moderate,1
STUDENT-000860,Stip,34.0,Female,,Quarterly,5.0,73.0,329.0,Moderate,1
STUDENT-000861,Stip,19.0,Male,23.0,Annually,5.0,40.0,151.0,,0
STUDENT-000862,Skopje,23.0,Male,21.0,Monthly,8.0,38.0,341.0,Moderate,1
STUDENT-000863,Veles,29.0,Male,22.0,Annually,3.0,77.0,,Moderate,1
STUDENT-000864,Veles,25.0,Male,35.0,Quarterly,6.0,86.0,,High,1
STUDENT-000865,Kumanovo,18.0,Male,12.0,Monthly,4.0,49.0,,Moderate,1
STUDENT-000866,Veles,27.0,Female,,Monthly,9.0,75.0,585.0,Moderate,1
STUDENT-000867,Veles,28.0,Female,1.0,Monthly,5.0,71.0,369.0,Moderate,0
STUDENT-000868,Prilep,25.0,Female,5.0,Annually,7.0,58.0,,Moderate,1
STUDENT-000869,Skopje,26.0,Male,13.0,Monthly,7.0,,636.0,Moderate,1
STUDENT-000870,Prilep,,Female,19.0,Monthly,11.0,57.0,709.0,Very High,1
STUDENT-000871,Bitola,33.0,Female,41.0,Quarterly,4.0,67.0,292.0,High,1
STUDENT-000872,Skopje,19.0,Female,26.0,Quarterly,3.0,41.0,128.0,Moderate,0
STUDENT-000873,Skopje,21.0,Female,9.0,Monthly,4.0,,,,1
STUDENT-000874,,25.0,Female,11.0,Annually,4.0,77.0,241.0,Moderate,0
STUDENT-000875,Tetovo,30.0,Female,36.0,Quarterly,2.0,68.0,109.0,Moderate,0
STUDENT-000876,Tetovo,18.0,Male,33.0,Annually,3.0,57.0,273.0,Moderate,0
STUDENT-000877,Kumanovo,18.0,Female,20.0,Monthly,11.0,88.0,903.0,Moderate,1
STUDENT-000878,Tetovo,18.0,Male,14.0,Monthly,6.0,,,Moderate,1
STUDENT-000879,Kumanovo,25.0,Male,33.0,Quarterly,5.0,66.0,367.0,,1
STUDENT-000880,Skopje,18.0,Male,8.0,Monthly,3.0,38.0,118.0,High,0
STUDENT-000881,,22.0,Female,24.0,Quarterly,7.0,58.0,474.0,Moderate,1
STUDENT-000882,Prilep,28.0,Female,47.0,Monthly,7.0,47.0,420.0,High,1
STUDENT-000883,Bitola,21.0,Female,22.0,Annually,5.0,61.0,333.0,,1
STUDENT-000884,Veles,26.0,Male,10.0,Annually,5.0,45.0,308.0,Moderate,1
STUDENT-000885,Kumanovo,23.0,Male,24.0,Annually,2.0,42.0,28.0,Moderate,0
STUDENT-000886,Skopje,,Female,14.0,Annually,,30.0,50.0,,1
STUDENT-000887,Bitola,27.0,Male,3.0,Annually,7.0,,578.0,High,1
STUDENT-000888,,20.0,Female,28.0,Monthly,6.0,30.0,,Moderate,1
STUDENT-000889,,23.0,Male,,Monthly,5.0,55.0,198.0,Moderate,0
STUDENT-000890,Skopje,31.0,Female,16.0,Annually,11.0,70.0,769.0,Moderate,1
STUDENT-000891,Kumanovo,27.0,Female,15.0,Annually,6.0,49.0,302.0,High,1
STUDENT-000892,Tetovo,18.0,Female,,Annually,5.0,43.0,239.0,High,0
STUDENT-000893,,28.0,Male,18.0,Annually,5.0,58.0,366.0,Moderate,1
STUDENT-000894,Kumanovo,18.0,Female,13.0,Monthly,6.0,47.0,392.0,Moderate,0
STUDENT-000895,Tetovo,33.0,Female,7.0,Annually,7.0,62.0,436.0,High,1
STUDENT-000896,Tetovo,31.0,Female,42.0,Annually,,44.0,331.0,,1
STUDENT-000897,,26.0,Female,25.0,Quarterly,8.0,58.0,,Moderate,1
STUDENT-000898,Skopje,25.0,,26.0,Annually,2.0,54.0,,Moderate,0
STUDENT-000899,Tetovo,23.0,Female,30.0,Quarterly,3.0,59.0,75.0,Moderate,1
STUDENT-000900,,29.0,Male,29.0,Annually,8.0,84.0,733.0,Moderate,1
STUDENT-000901,Skopje,22.0,Male,,Monthly,8.0,62.0,532.0,Moderate,0
STUDENT-000902,Bitola,26.0,Female,23.0,Annually,9.0,67.0,626.0,Moderate,1
STUDENT-000903,Stip,30.0,Female,16.0,Monthly,9.0,50.0,391.0,,1
STUDENT-000904,Prilep,21.0,,25.0,Monthly,3.0,63.0,,,1
STUDENT-000905,Kumanovo,21.0,Male,24.0,Monthly,3.0,55.0,174.0,Moderate,1
STUDENT-000906,Prilep,18.0,Male,15.0,Quarterly,7.0,,351.0,Moderate,1
STUDENT-000907,Bitola,18.0,Male,4.0,Monthly,3.0,69.0,128.0,Moderate,0
STUDENT-000908,Ohrid,18.0,Female,21.0,Annually,4.0,52.0,248.0,Moderate,1
STUDENT-000909,,29.0,Male,17.0,Quarterly,7.0,54.0,,Moderate,1
STUDENT-000910,Veles,35.0,Female,1.0,Annually,,52.0,336.0,Moderate,0
STUDENT-000911,Bitola,33.0,Male,26.0,Monthly,,52.0,287.0,Moderate,1
STUDENT-000912,Prilep,18.0,Male,31.0,Monthly,7.0,62.0,474.0,High,1
STUDENT-000913,Stip,29.0,,50.0,Monthly,4.0,54.0,,Moderate,0
STUDENT-000914,Tetovo,,Male,15.0,Quarterly,8.0,82.0,,High,1
STUDENT-000915,Prilep,22.0,Male,13.0,Quarterly,4.0,100.0,457.0,,1
STUDENT-000916,Tetovo,25.0,Female,6.0,Annually,7.0,51.0,407.0,Moderate,0
STUDENT-000917,Veles,18.0,,22.0,Annually,11.0,64.0,738.0,Moderate,1
STUDENT-000918,Ohrid,26.0,Female,22.0,Quarterly,4.0,75.0,249.0,High,1
STUDENT-000919,Kumanovo,18.0,Male,10.0,Annually,6.0,,256.0,High,0
